nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
East Of England,2021-05-25,0,10505,0,780,0,11285,FALSE
East Of England,2021-05-26,2,10507,0,780,2,11287,FALSE
East Of England,2021-05-27,0,10507,1,781,1,11288,FALSE
East Of England,2021-05-28,0,10507,0,781,0,11288,FALSE
East Of England,2021-05-29,0,10507,0,781,0,11288,FALSE
East Of England,2021-05-30,1,10508,1,782,2,11290,FALSE
East Of England,2021-05-31,1,10509,0,782,1,11291,FALSE
East Of England,2021-06-01,0,10509,0,782,0,11291,FALSE
East Of England,2021-06-02,1,10510,1,783,2,11293,FALSE
East Of England,2021-06-03,0,10510,0,783,0,11293,FALSE
East Of England,2021-06-04,0,10510,0,783,0,11293,FALSE
East Of England,2021-06-05,0,10510,0,783,0,11293,FALSE
East Of England,2021-06-06,0,10510,0,783,0,11293,FALSE
East Of England,2021-06-07,0,10510,0,783,0,11293,FALSE
East Of England,2021-06-08,1,10511,0,783,1,11294,FALSE
East Of England,2021-06-09,0,10511,0,783,0,11294,FALSE
East Of England,2021-06-10,1,10512,0,783,1,11295,FALSE
East Of England,2021-06-11,0,10512,2,785,2,11297,FALSE
East Of England,2021-06-12,0,10512,1,786,1,11298,FALSE
East Of England,2021-06-13,0,10512,0,786,0,11298,FALSE
East Of England,2021-06-14,0,10512,0,786,0,11298,FALSE
East Of England,2021-06-15,1,10513,0,786,1,11299,FALSE
East Of England,2021-06-16,2,10515,0,786,2,11301,FALSE
East Of England,2021-06-17,0,10515,1,787,1,11302,FALSE
East Of England,2021-06-18,0,10515,1,788,1,11303,FALSE
East Of England,2021-06-19,0,10515,1,789,1,11304,FALSE
East Of England,2021-06-20,0,10515,0,789,0,11304,FALSE
East Of England,2021-06-21,1,10516,0,789,1,11305,FALSE
East Of England,2021-06-22,1,10517,0,789,1,11306,FALSE
East Of England,2021-06-23,0,10517,0,789,0,11306,FALSE
East Of England,2021-06-24,0,10517,0,789,0,11306,FALSE
East Of England,2021-06-25,0,10517,0,789,0,11306,FALSE
East Of England,2021-06-26,0,10517,0,789,0,11306,FALSE
East Of England,2021-06-27,1,10518,1,790,2,11308,FALSE
East Of England,2021-06-28,1,10519,0,790,1,11309,FALSE
East Of England,2021-06-29,0,10519,0,790,0,11309,FALSE
East Of England,2021-06-30,1,10520,0,790,1,11310,FALSE
East Of England,2021-07-01,0,10520,1,791,1,11311,FALSE
East Of England,2021-07-02,1,10521,0,791,1,11312,FALSE
East Of England,2021-07-03,1,10522,0,791,1,11313,FALSE
East Of England,2021-07-04,0,10522,0,791,0,11313,FALSE
East Of England,2021-07-05,2,10524,0,791,2,11315,FALSE
East Of England,2021-07-06,0,10524,0,791,0,11315,FALSE
East Of England,2021-07-07,2,10526,0,791,2,11317,FALSE
East Of England,2021-07-08,3,10529,0,791,3,11320,FALSE
East Of England,2021-07-09,2,10531,1,792,3,11323,FALSE
East Of England,2021-07-10,2,10533,0,792,2,11325,FALSE
East Of England,2021-07-11,1,10534,0,792,1,11326,FALSE
East Of England,2021-07-12,1,10535,1,793,2,11328,FALSE
East Of England,2021-07-13,1,10536,0,793,1,11329,FALSE
East Of England,2021-07-14,0,10536,0,793,0,11329,FALSE
East Of England,2021-07-15,2,10538,0,793,2,11331,FALSE
East Of England,2021-07-16,2,10540,0,793,2,11333,FALSE
East Of England,2021-07-17,1,10541,0,793,1,11334,FALSE
East Of England,2021-07-18,3,10544,0,793,3,11337,FALSE
East Of England,2021-07-19,3,10547,0,793,3,11340,FALSE
East Of England,2021-07-20,5,10552,0,793,5,11345,FALSE
East Of England,2021-07-21,0,10552,1,794,1,11346,FALSE
East Of England,2021-07-22,2,10554,0,794,2,11348,FALSE
East Of England,2021-07-23,7,10561,2,796,9,11357,FALSE
East Of England,2021-07-24,7,10568,0,796,7,11364,FALSE
East Of England,2021-07-25,2,10570,0,796,2,11366,FALSE
East Of England,2021-07-26,3,10573,0,796,3,11369,FALSE
East Of England,2021-07-27,5,10578,1,797,6,11375,FALSE
East Of England,2021-07-28,4,10582,0,797,4,11379,FALSE
East Of England,2021-07-29,3,10585,0,797,3,11382,FALSE
East Of England,2021-07-30,4,10589,0,797,4,11386,FALSE
East Of England,2021-07-31,8,10597,0,797,8,11394,FALSE
East Of England,2021-08-01,1,10598,0,797,1,11395,FALSE
East Of England,2021-08-02,6,10604,0,797,6,11401,FALSE
East Of England,2021-08-03,5,10609,0,797,5,11406,FALSE
East Of England,2021-08-04,3,10612,1,798,4,11410,FALSE
East Of England,2021-08-05,1,10613,0,798,1,11411,FALSE
East Of England,2021-08-06,6,10619,0,798,6,11417,FALSE
East Of England,2021-08-07,5,10624,0,798,5,11422,FALSE
East Of England,2021-08-08,7,10631,0,798,7,11429,FALSE
East Of England,2021-08-09,4,10635,3,801,7,11436,FALSE
East Of England,2021-08-10,5,10640,0,801,5,11441,FALSE
East Of England,2021-08-11,3,10643,0,801,3,11444,FALSE
East Of England,2021-08-12,6,10649,0,801,6,11450,FALSE
East Of England,2021-08-13,3,10652,0,801,3,11453,FALSE
East Of England,2021-08-14,7,10659,0,801,7,11460,FALSE
East Of England,2021-08-15,9,10668,0,801,9,11469,FALSE
East Of England,2021-08-16,7,10675,1,802,8,11477,FALSE
East Of England,2021-08-17,6,10681,1,803,7,11484,FALSE
East Of England,2021-08-18,7,10688,1,804,8,11492,FALSE
East Of England,2021-08-19,5,10693,1,805,6,11498,FALSE
East Of England,2021-08-20,7,10700,1,806,8,11506,FALSE
East Of England,2021-08-21,10,10710,0,806,10,11516,FALSE
East Of England,2021-08-22,6,10716,2,808,8,11524,FALSE
East Of England,2021-08-23,8,10724,0,808,8,11532,FALSE
East Of England,2021-08-24,7,10731,0,808,7,11539,FALSE
East Of England,2021-08-25,9,10740,1,809,10,11549,FALSE
East Of England,2021-08-26,15,10755,0,809,15,11564,FALSE
East Of England,2021-08-27,11,10766,0,809,11,11575,FALSE
East Of England,2021-08-28,4,10770,0,809,4,11579,FALSE
East Of England,2021-08-29,10,10780,1,810,11,11590,FALSE
East Of England,2021-08-30,5,10785,0,810,5,11595,FALSE
East Of England,2021-08-31,4,10789,1,811,5,11600,FALSE
East Of England,2021-09-01,5,10794,0,811,5,11605,FALSE
East Of England,2021-09-02,9,10803,1,812,10,11615,FALSE
East Of England,2021-09-03,14,10817,2,814,16,11631,FALSE
East Of England,2021-09-04,12,10829,0,814,12,11643,FALSE
East Of England,2021-09-05,12,10841,0,814,12,11655,FALSE
East Of England,2021-09-06,9,10850,1,815,10,11665,FALSE
East Of England,2021-09-07,11,10861,0,815,11,11676,FALSE
East Of England,2021-09-08,5,10866,1,816,6,11682,FALSE
East Of England,2021-09-09,4,10870,0,816,4,11686,FALSE
East Of England,2021-09-10,7,10877,0,816,7,11693,FALSE
East Of England,2021-09-11,11,10888,1,817,12,11705,FALSE
East Of England,2021-09-12,12,10900,0,817,12,11717,FALSE
East Of England,2021-09-13,6,10906,0,817,6,11723,FALSE
East Of England,2021-09-14,14,10920,2,819,16,11739,FALSE
East Of England,2021-09-15,8,10928,0,819,8,11747,FALSE
East Of England,2021-09-16,11,10939,2,821,13,11760,FALSE
East Of England,2021-09-17,15,10954,0,821,15,11775,FALSE
East Of England,2021-09-18,11,10965,1,822,12,11787,FALSE
East Of England,2021-09-19,12,10977,2,824,14,11801,FALSE
East Of England,2021-09-20,10,10987,1,825,11,11812,FALSE
East Of England,2021-09-21,8,10995,0,825,8,11820,FALSE
East Of England,2021-09-22,10,11005,0,825,10,11830,FALSE
East Of England,2021-09-23,10,11015,0,825,10,11840,FALSE
East Of England,2021-09-24,7,11022,1,826,8,11848,FALSE
East Of England,2021-09-25,2,11024,2,828,4,11852,FALSE
East Of England,2021-09-26,6,11030,1,829,7,11859,FALSE
East Of England,2021-09-27,1,11031,1,830,2,11861,FALSE
East Of England,2021-09-28,7,11038,2,832,9,11870,FALSE
East Of England,2021-09-29,3,11041,3,835,6,11876,FALSE
East Of England,2021-09-30,4,11045,0,835,4,11880,FALSE
East Of England,2021-10-01,6,11051,2,837,8,11888,FALSE
East Of England,2021-10-02,4,11055,0,837,4,11892,FALSE
East Of England,2021-10-03,5,11060,0,837,5,11897,FALSE
East Of England,2021-10-04,3,11063,0,837,3,11900,FALSE
East Of England,2021-10-05,6,11069,0,837,6,11906,FALSE
East Of England,2021-10-06,7,11076,0,837,7,11913,FALSE
East Of England,2021-10-07,6,11082,0,837,6,11919,FALSE
East Of England,2021-10-08,8,11090,0,837,8,11927,FALSE
East Of England,2021-10-09,5,11095,0,837,5,11932,FALSE
East Of England,2021-10-10,4,11099,1,838,5,11937,FALSE
East Of England,2021-10-11,4,11103,1,839,5,11942,FALSE
East Of England,2021-10-12,5,11108,0,839,5,11947,FALSE
East Of England,2021-10-13,5,11113,0,839,5,11952,FALSE
East Of England,2021-10-14,6,11119,0,839,6,11958,FALSE
East Of England,2021-10-15,8,11127,1,840,9,11967,FALSE
East Of England,2021-10-16,9,11136,0,840,9,11976,FALSE
East Of England,2021-10-17,5,11141,0,840,5,11981,FALSE
East Of England,2021-10-18,6,11147,0,840,6,11987,FALSE
East Of England,2021-10-19,16,11163,0,840,16,12003,FALSE
East Of England,2021-10-20,9,11172,0,840,9,12012,FALSE
East Of England,2021-10-21,9,11181,1,841,10,12022,FALSE
East Of England,2021-10-22,10,11191,0,841,10,12032,FALSE
East Of England,2021-10-23,10,11201,0,841,10,12042,FALSE
East Of England,2021-10-24,11,11212,2,843,13,12055,FALSE
East Of England,2021-10-25,14,11226,0,843,14,12069,FALSE
East Of England,2021-10-26,11,11237,3,846,14,12083,FALSE
East Of England,2021-10-27,16,11253,0,846,16,12099,FALSE
East Of England,2021-10-28,11,11264,0,846,11,12110,FALSE
East Of England,2021-10-29,18,11282,1,847,19,12129,FALSE
East Of England,2021-10-30,10,11292,1,848,11,12140,FALSE
East Of England,2021-10-31,11,11303,2,850,13,12153,FALSE
East Of England,2021-11-01,17,11320,1,851,18,12171,FALSE
East Of England,2021-11-02,14,11334,0,851,14,12185,FALSE
East Of England,2021-11-03,15,11349,2,853,17,12202,FALSE
East Of England,2021-11-04,7,11356,0,853,7,12209,FALSE
East Of England,2021-11-05,7,11363,1,854,8,12217,FALSE
East Of England,2021-11-06,9,11372,0,854,9,12226,FALSE
East Of England,2021-11-07,10,11382,0,854,10,12236,FALSE
East Of England,2021-11-08,14,11396,0,854,14,12250,FALSE
East Of England,2021-11-09,12,11408,2,856,14,12264,FALSE
East Of England,2021-11-10,13,11421,0,856,13,12277,FALSE
East Of England,2021-11-11,6,11427,2,858,8,12285,FALSE
East Of England,2021-11-12,8,11435,2,860,10,12295,FALSE
East Of England,2021-11-13,10,11445,1,861,11,12306,FALSE
East Of England,2021-11-14,7,11452,2,863,9,12315,FALSE
East Of England,2021-11-15,13,11465,1,864,14,12329,FALSE
East Of England,2021-11-16,9,11474,1,865,10,12339,FALSE
East Of England,2021-11-17,8,11482,1,866,9,12348,FALSE
East Of England,2021-11-18,12,11494,0,866,12,12360,FALSE
East Of England,2021-11-19,14,11508,2,868,16,12376,FALSE
East Of England,2021-11-20,12,11520,0,868,12,12388,FALSE
East Of England,2021-11-21,12,11532,0,868,12,12400,FALSE
East Of England,2021-11-22,8,11540,2,870,10,12410,FALSE
East Of England,2021-11-23,15,11555,1,871,16,12426,FALSE
East Of England,2021-11-24,12,11567,0,871,12,12438,FALSE
East Of England,2021-11-25,8,11575,0,871,8,12446,FALSE
East Of England,2021-11-26,6,11581,2,873,8,12454,FALSE
East Of England,2021-11-27,9,11590,2,875,11,12465,FALSE
East Of England,2021-11-28,7,11597,2,877,9,12474,FALSE
East Of England,2021-11-29,8,11605,1,878,9,12483,FALSE
East Of England,2021-11-30,3,11608,2,880,5,12488,FALSE
East Of England,2021-12-01,7,11615,2,882,9,12497,FALSE
East Of England,2021-12-02,13,11628,2,884,15,12512,FALSE
East Of England,2021-12-03,11,11639,0,884,11,12523,FALSE
East Of England,2021-12-04,19,11658,1,885,20,12543,FALSE
East Of England,2021-12-05,8,11666,2,887,10,12553,FALSE
East Of England,2021-12-06,6,11672,0,887,6,12559,FALSE
East Of England,2021-12-07,6,11678,1,888,7,12566,FALSE
East Of England,2021-12-08,11,11689,2,890,13,12579,FALSE
East Of England,2021-12-09,6,11695,0,890,6,12585,FALSE
East Of England,2021-12-10,9,11704,1,891,10,12595,FALSE
East Of England,2021-12-11,6,11710,1,892,7,12602,FALSE
East Of England,2021-12-12,4,11714,1,893,5,12607,FALSE
East Of England,2021-12-13,9,11723,1,894,10,12617,FALSE
East Of England,2021-12-14,8,11731,0,894,8,12625,FALSE
East Of England,2021-12-15,10,11741,0,894,10,12635,FALSE
East Of England,2021-12-16,8,11749,2,896,10,12645,FALSE
East Of England,2021-12-17,11,11760,0,896,11,12656,FALSE
East Of England,2021-12-18,6,11766,0,896,6,12662,FALSE
East Of England,2021-12-19,5,11771,0,896,5,12667,FALSE
East Of England,2021-12-20,12,11783,1,897,13,12680,FALSE
East Of England,2021-12-21,6,11789,1,898,7,12687,FALSE
East Of England,2021-12-22,10,11799,1,899,11,12698,FALSE
East Of England,2021-12-23,13,11812,1,900,14,12712,FALSE
East Of England,2021-12-24,8,11820,1,901,9,12721,FALSE
East Of England,2021-12-25,3,11823,0,901,3,12724,FALSE
East Of England,2021-12-26,8,11831,1,902,9,12733,FALSE
East Of England,2021-12-27,8,11839,2,904,10,12743,FALSE
East Of England,2021-12-28,19,11858,0,904,19,12762,FALSE
East Of England,2021-12-29,9,11867,1,905,10,12772,FALSE
East Of England,2021-12-30,13,11880,1,906,14,12786,FALSE
East Of England,2021-12-31,9,11889,0,906,9,12795,FALSE
East Of England,2022-01-01,5,11894,1,907,6,12801,FALSE
East Of England,2022-01-02,18,11912,1,908,19,12820,FALSE
East Of England,2022-01-03,11,11923,0,908,11,12831,FALSE
East Of England,2022-01-04,16,11939,2,910,18,12849,FALSE
East Of England,2022-01-05,23,11962,1,911,24,12873,FALSE
East Of England,2022-01-06,15,11977,0,911,15,12888,FALSE
East Of England,2022-01-07,14,11991,2,913,16,12904,FALSE
East Of England,2022-01-08,19,12010,4,917,23,12927,FALSE
East Of England,2022-01-09,12,12022,1,918,13,12940,FALSE
East Of England,2022-01-10,27,12049,1,919,28,12968,FALSE
East Of England,2022-01-11,16,12065,4,923,20,12988,FALSE
East Of England,2022-01-12,18,12083,0,923,18,13006,FALSE
East Of England,2022-01-13,14,12097,0,923,14,13020,FALSE
East Of England,2022-01-14,21,12118,3,926,24,13044,FALSE
East Of England,2022-01-15,15,12133,0,926,15,13059,FALSE
East Of England,2022-01-16,13,12146,1,927,14,13073,FALSE
East Of England,2022-01-17,19,12165,1,928,20,13093,FALSE
East Of England,2022-01-18,14,12179,1,929,15,13108,FALSE
East Of England,2022-01-19,19,12198,2,931,21,13129,FALSE
East Of England,2022-01-20,11,12209,1,932,12,13141,FALSE
East Of England,2022-01-21,20,12229,3,935,23,13164,FALSE
East Of England,2022-01-22,14,12243,2,937,16,13180,FALSE
East Of England,2022-01-23,20,12263,0,937,20,13200,FALSE
East Of England,2022-01-24,22,12285,3,940,25,13225,FALSE
East Of England,2022-01-25,12,12297,2,942,14,13239,FALSE
East Of England,2022-01-26,14,12311,2,944,16,13255,FALSE
East Of England,2022-01-27,18,12329,0,944,18,13273,FALSE
East Of England,2022-01-28,18,12347,1,945,19,13292,FALSE
East Of England,2022-01-29,18,12365,1,946,19,13311,FALSE
East Of England,2022-01-30,16,12381,2,948,18,13329,FALSE
East Of England,2022-01-31,13,12394,0,948,13,13342,FALSE
East Of England,2022-02-01,12,12406,2,950,14,13356,FALSE
East Of England,2022-02-02,12,12418,0,950,12,13368,FALSE
East Of England,2022-02-03,12,12430,1,951,13,13381,FALSE
East Of England,2022-02-04,14,12444,2,953,16,13397,FALSE
East Of England,2022-02-05,17,12461,1,954,18,13415,FALSE
East Of England,2022-02-06,13,12474,1,955,14,13429,FALSE
East Of England,2022-02-07,17,12491,1,956,18,13447,FALSE
East Of England,2022-02-08,11,12502,1,957,12,13459,FALSE
East Of England,2022-02-09,10,12512,0,957,10,13469,FALSE
East Of England,2022-02-10,13,12525,0,957,13,13482,FALSE
East Of England,2022-02-11,11,12536,1,958,12,13494,FALSE
East Of England,2022-02-12,17,12553,1,959,18,13512,FALSE
East Of England,2022-02-13,7,12560,0,959,7,13519,FALSE
East Of England,2022-02-14,11,12571,2,961,13,13532,FALSE
East Of England,2022-02-15,19,12590,0,961,19,13551,FALSE
East Of England,2022-02-16,10,12600,1,962,11,13562,FALSE
East Of England,2022-02-17,8,12608,3,965,11,13573,FALSE
East Of England,2022-02-18,9,12617,2,967,11,13584,FALSE
East Of England,2022-02-19,11,12628,0,967,11,13595,FALSE
East Of England,2022-02-20,7,12635,1,968,8,13603,FALSE
East Of England,2022-02-21,16,12651,0,968,16,13619,FALSE
East Of England,2022-02-22,11,12662,2,970,13,13632,FALSE
East Of England,2022-02-23,13,12675,2,972,15,13647,FALSE
East Of England,2022-02-24,12,12687,3,975,15,13662,FALSE
East Of England,2022-02-25,9,12696,1,976,10,13672,FALSE
East Of England,2022-02-26,10,12706,0,976,10,13682,FALSE
East Of England,2022-02-27,7,12713,3,979,10,13692,FALSE
East Of England,2022-02-28,12,12725,1,980,13,13705,FALSE
East Of England,2022-03-01,14,12739,0,980,14,13719,FALSE
East Of England,2022-03-02,13,12752,0,980,13,13732,FALSE
East Of England,2022-03-03,17,12769,0,980,17,13749,FALSE
East Of England,2022-03-04,10,12779,1,981,11,13760,FALSE
East Of England,2022-03-05,9,12788,2,983,11,13771,FALSE
East Of England,2022-03-06,9,12797,1,984,10,13781,FALSE
East Of England,2022-03-07,10,12807,0,984,10,13791,FALSE
East Of England,2022-03-08,13,12820,0,984,13,13804,FALSE
East Of England,2022-03-09,18,12838,1,985,19,13823,FALSE
East Of England,2022-03-10,11,12849,0,985,11,13834,FALSE
East Of England,2022-03-11,17,12866,1,986,18,13852,FALSE
East Of England,2022-03-12,12,12878,1,987,13,13865,FALSE
East Of England,2022-03-13,12,12890,1,988,13,13878,FALSE
East Of England,2022-03-14,13,12903,1,989,14,13892,FALSE
East Of England,2022-03-15,14,12917,0,989,14,13906,FALSE
East Of England,2022-03-16,8,12925,2,991,10,13916,FALSE
East Of England,2022-03-17,14,12939,0,991,14,13930,FALSE
East Of England,2022-03-18,16,12955,0,991,16,13946,FALSE
East Of England,2022-03-19,15,12970,1,992,16,13962,FALSE
East Of England,2022-03-20,15,12985,0,992,15,13977,FALSE
East Of England,2022-03-21,15,13000,0,992,15,13992,FALSE
East Of England,2022-03-22,17,13017,1,993,18,14010,FALSE
East Of England,2022-03-23,16,13033,1,994,17,14027,FALSE
East Of England,2022-03-24,16,13049,0,994,16,14043,FALSE
East Of England,2022-03-25,24,13073,0,994,24,14067,FALSE
East Of England,2022-03-26,14,13087,0,994,14,14081,FALSE
East Of England,2022-03-27,19,13106,1,995,20,14101,FALSE
East Of England,2022-03-28,16,13122,2,997,18,14119,FALSE
East Of England,2022-03-29,16,13138,0,997,16,14135,FALSE
East Of England,2022-03-30,18,13156,0,997,18,14153,FALSE
East Of England,2022-03-31,22,13178,1,998,23,14176,FALSE
East Of England,2022-04-01,19,13197,1,999,20,14196,FALSE
East Of England,2022-04-02,27,13224,1,1000,28,14224,FALSE
East Of England,2022-04-03,20,13244,1,1001,21,14245,FALSE
East Of England,2022-04-04,14,13258,1,1002,15,14260,FALSE
East Of England,2022-04-05,13,13271,3,1005,16,14276,FALSE
East Of England,2022-04-06,16,13287,0,1005,16,14292,FALSE
East Of England,2022-04-07,27,13314,2,1007,29,14321,FALSE
East Of England,2022-04-08,21,13335,0,1007,21,14342,FALSE
East Of England,2022-04-09,15,13350,1,1008,16,14358,FALSE
East Of England,2022-04-10,23,13373,0,1008,23,14381,FALSE
East Of England,2022-04-11,18,13391,0,1008,18,14399,FALSE
East Of England,2022-04-12,21,13412,2,1010,23,14422,FALSE
East Of England,2022-04-13,21,13433,2,1012,23,14445,FALSE
East Of England,2022-04-14,22,13455,1,1013,23,14468,FALSE
East Of England,2022-04-15,23,13478,0,1013,23,14491,FALSE
East Of England,2022-04-16,18,13496,1,1014,19,14510,FALSE
East Of England,2022-04-17,8,13504,2,1016,10,14520,FALSE
East Of England,2022-04-18,18,13522,0,1016,18,14538,FALSE
East Of England,2022-04-19,18,13540,0,1016,18,14556,FALSE
East Of England,2022-04-20,24,13564,0,1016,24,14580,FALSE
East Of England,2022-04-21,19,13583,0,1016,19,14599,FALSE
East Of England,2022-04-22,22,13605,1,1017,23,14622,FALSE
East Of England,2022-04-23,8,13613,1,1018,9,14631,FALSE
East Of England,2022-04-24,16,13629,0,1018,16,14647,FALSE
East Of England,2022-04-25,12,13641,4,1022,16,14663,FALSE
East Of England,2022-04-26,12,13653,0,1022,12,14675,FALSE
East Of England,2022-04-27,9,13662,0,1022,9,14684,FALSE
East Of England,2022-04-28,8,13670,1,1023,9,14693,FALSE
East Of England,2022-04-29,18,13688,0,1023,18,14711,FALSE
East Of England,2022-04-30,12,13700,0,1023,12,14723,FALSE
East Of England,2022-05-01,18,13718,1,1024,19,14742,FALSE
East Of England,2022-05-02,9,13727,1,1025,10,14752,FALSE
East Of England,2022-05-03,11,13738,2,1027,13,14765,FALSE
East Of England,2022-05-04,12,13750,1,1028,13,14778,FALSE
East Of England,2022-05-05,11,13761,2,1030,13,14791,FALSE
East Of England,2022-05-06,13,13774,0,1030,13,14804,FALSE
East Of England,2022-05-07,21,13795,2,1032,23,14827,FALSE
East Of England,2022-05-08,11,13806,0,1032,11,14838,FALSE
East Of England,2022-05-09,9,13815,1,1033,10,14848,FALSE
East Of England,2022-05-10,8,13823,2,1035,10,14858,FALSE
East Of England,2022-05-11,17,13840,0,1035,17,14875,FALSE
East Of England,2022-05-12,7,13847,3,1038,10,14885,FALSE
East Of England,2022-05-13,8,13855,2,1040,10,14895,FALSE
East Of England,2022-05-14,15,13870,1,1041,16,14911,FALSE
East Of England,2022-05-15,7,13877,0,1041,7,14918,FALSE
East Of England,2022-05-16,4,13881,0,1041,4,14922,FALSE
East Of England,2022-05-17,12,13893,1,1042,13,14935,FALSE
East Of England,2022-05-18,11,13904,4,1046,15,14950,FALSE
East Of England,2022-05-19,7,13911,0,1046,7,14957,FALSE
East Of England,2022-05-20,6,13917,1,1047,7,14964,FALSE
East Of England,2022-05-21,6,13923,1,1048,7,14971,FALSE
East Of England,2022-05-22,7,13930,1,1049,8,14979,FALSE
East Of England,2022-05-23,10,13940,1,1050,11,14990,FALSE
East Of England,2022-05-24,2,13942,1,1051,3,14993,FALSE
